Task ID,Task Type,Duration in min,Day of Week,has Description,has Address,has URL,Priority,is Complete,Start Time,End Time,hour_end,minute_end,hour_start,minute_start,hour_start_sin,hour_start_cos,minute_start_sin,minute_start_cos
2379,work,30,Friday,True,False,False,low,True,11:00,11:30,11.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
2380,workout,60,Tuesday,False,False,False,ASAP,True,12:30,13:30,13.0,30.0,12,30,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0
2381,workout,60,Tuesday,False,False,False,low,True,07:30,08:30,8.0,30.0,7,30,0.9659258262890683,-0.25881904510252063,5.66553889764798e-16,-1.0
2382,meeting,15,Friday,True,True,False,medium,True,14:00,14:15,14.0,15.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2383,personal,90,Wednesday,True,False,False,low,True,14:00,15:30,15.0,30.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2384,work,30,Friday,True,False,False,medium,True,08:00,08:30,8.0,30.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2385,coding,240,Tuesday,True,False,False,medium,True,15:00,19:00,19.0,0.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2386,meeting,45,Thursday,True,False,True,medium,False,12:00,,,,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2387,personal,90,Friday,True,False,False,high,True,15:00,16:30,16.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2388,coding,90,Wednesday,True,False,True,medium,True,11:00,12:30,12.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
2389,workout,90,Friday,True,True,False,low,False,07:00,,,,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
2390,workout,60,Monday,True,False,False,low,True,08:00,09:00,9.0,0.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2391,coding,60,Wednesday,True,False,False,medium,True,12:00,13:00,13.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2392,meeting,100,Friday,False,True,True,ASAP,True,13:00,14:40,14.0,40.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2393,workout,60,Wednesday,True,False,False,low,True,13:00,14:00,14.0,0.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2394,work,120,Friday,True,False,False,medium,True,14:00,16:00,16.0,0.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2395,coding,60,Tuesday,True,False,False,medium,True,09:00,10:00,10.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2396,coding,150,Tuesday,True,False,False,medium,True,13:00,15:30,15.0,30.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2397,workout,30,Friday,False,False,False,low,True,12:30,13:00,13.0,0.0,12,30,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0
2398,meeting,90,Thursday,True,False,True,medium,True,17:00,18:30,18.0,30.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2399,work,90,Wednesday,True,False,False,ASAP,True,10:00,11:30,11.0,30.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2400,meeting,60,Monday,True,False,True,ASAP,True,09:00,10:00,10.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2401,personal,120,Friday,True,False,False,ASAP,True,08:00,10:00,10.0,0.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2402,personal,30,Wednesday,False,False,False,medium,True,10:00,10:30,10.0,30.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2403,workout,90,Thursday,False,False,False,ASAP,True,09:00,10:30,10.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2404,workout,120,Wednesday,False,False,False,low,False,13:00,,,,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2405,workout,60,Wednesday,False,False,False,ASAP,True,13:00,14:00,14.0,0.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2406,personal,90,Friday,True,False,False,high,True,09:00,10:30,10.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2407,meeting,15,Friday,True,True,True,ASAP,True,09:00,09:15,9.0,15.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2408,meeting,120,Thursday,True,False,False,medium,True,16:00,18:00,18.0,0.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2409,workout,30,Wednesday,False,True,False,ASAP,True,19:30,20:00,20.0,0.0,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
2410,work,90,Friday,False,False,False,medium,True,16:00,17:30,17.0,30.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2411,meeting,60,Thursday,True,False,True,ASAP,True,12:00,13:00,13.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2412,personal,90,Friday,True,False,False,medium,True,14:00,15:30,15.0,30.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2413,coding,90,Wednesday,True,False,False,ASAP,False,07:00,,,,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
2414,coding,90,Tuesday,True,False,False,low,True,10:00,11:30,11.0,30.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2415,coding,90,Wednesday,False,False,False,high,True,15:00,16:30,16.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2416,work,60,Friday,True,False,False,medium,False,08:00,,,,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2417,workout,90,Friday,True,False,False,low,True,12:30,14:00,14.0,0.0,12,30,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0
2418,personal,60,Friday,True,False,False,high,True,10:00,11:00,11.0,0.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2419,work,90,Friday,True,False,False,low,True,12:00,13:30,13.0,30.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2420,personal,30,Friday,True,False,False,medium,True,11:00,11:30,11.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
2421,personal,90,Friday,True,False,False,medium,True,10:00,11:30,11.0,30.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2422,workout,90,Wednesday,False,False,False,low,True,07:00,08:30,8.0,30.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
2423,coding,90,Wednesday,True,False,True,high,True,17:00,18:30,18.0,30.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2424,workout,60,Wednesday,True,False,False,ASAP,True,19:30,20:30,20.0,30.0,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
2425,work,90,Friday,True,False,False,medium,True,20:00,21:30,21.0,30.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
2426,work,90,Friday,True,False,False,ASAP,True,09:00,10:30,10.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2427,work,90,Friday,True,False,False,ASAP,True,15:00,16:30,16.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2428,workout,60,Monday,False,False,False,low,True,19:00,20:00,20.0,0.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
2429,personal,60,Friday,True,False,False,medium,False,16:00,,,,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2430,personal,30,Friday,False,False,False,high,True,19:00,19:30,19.0,30.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
2431,meeting,90,Monday,True,False,True,ASAP,True,17:00,18:30,18.0,30.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2432,work,120,Wednesday,True,False,True,low,True,16:00,18:00,18.0,0.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2433,personal,30,Wednesday,True,False,False,ASAP,True,14:00,14:30,14.0,30.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2434,meeting,15,Monday,True,True,True,high,True,11:00,11:15,11.0,15.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
2435,personal,60,Wednesday,True,False,False,low,True,17:00,18:00,18.0,0.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2436,work,120,Friday,True,False,False,high,True,20:00,22:00,22.0,0.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
2437,coding,90,Tuesday,False,False,True,medium,True,18:00,19:30,19.0,30.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
2438,work,90,Wednesday,False,False,True,ASAP,True,18:00,19:30,19.0,30.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
2439,workout,60,Thursday,False,False,False,ASAP,True,18:30,19:30,19.0,30.0,18,30,-1.0,-1.8369701987210297e-16,5.66553889764798e-16,-1.0
2440,personal,90,Friday,True,True,False,medium,True,18:00,19:30,19.0,30.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
2441,personal,30,Friday,True,False,True,high,True,15:00,15:30,15.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2442,workout,60,Tuesday,True,False,False,ASAP,True,09:00,10:00,10.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2443,workout,30,Wednesday,False,False,False,low,True,19:30,20:00,20.0,0.0,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
2444,coding,240,Tuesday,True,False,True,high,True,09:00,13:00,13.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2445,personal,60,Friday,True,False,False,high,True,13:00,14:00,14.0,0.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2446,personal,90,Friday,True,False,False,medium,False,10:00,,,,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2447,coding,150,Wednesday,True,False,False,medium,True,19:00,21:30,21.0,30.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
2448,meeting,15,Monday,True,True,True,ASAP,True,15:00,15:15,15.0,15.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2449,coding,60,Thursday,True,False,False,medium,True,19:00,20:00,20.0,0.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
2450,work,90,Wednesday,True,False,False,medium,True,20:00,21:30,21.0,30.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
2451,personal,30,Wednesday,True,False,False,low,True,12:00,12:30,12.0,30.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2452,workout,60,Monday,False,False,False,ASAP,True,08:00,09:00,9.0,0.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2453,work,60,Friday,True,True,False,high,True,16:00,17:00,17.0,0.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2454,personal,30,Friday,True,False,False,ASAP,True,07:00,07:30,7.0,30.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
2455,coding,60,Wednesday,False,False,False,medium,True,10:00,11:00,11.0,0.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2456,work,30,Friday,True,False,False,ASAP,False,13:00,,,,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2457,personal,30,Wednesday,True,False,False,medium,True,10:00,10:30,10.0,30.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2458,meeting,30,Monday,True,True,True,ASAP,True,15:00,15:30,15.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2459,meeting,90,Friday,True,False,True,medium,True,13:00,14:30,14.0,30.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2460,workout,30,Thursday,True,False,False,ASAP,True,19:30,20:00,20.0,0.0,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
2461,personal,30,Friday,True,True,False,low,True,13:00,13:30,13.0,30.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2462,meeting,60,Thursday,True,False,True,high,True,11:00,12:00,12.0,0.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
2463,coding,60,Tuesday,True,False,True,medium,True,08:00,09:00,9.0,0.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2464,personal,60,Friday,True,True,False,medium,True,09:00,10:00,10.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2465,coding,240,Wednesday,False,False,False,medium,True,10:00,14:00,14.0,0.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2466,coding,60,Friday,True,False,False,ASAP,True,19:00,20:00,20.0,0.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
2467,meeting,30,Monday,True,False,True,medium,True,09:00,09:30,9.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2468,personal,120,Friday,True,False,False,low,True,09:00,11:00,11.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2469,work,120,Wednesday,True,False,False,ASAP,True,14:00,16:00,16.0,0.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2470,meeting,15,Monday,True,False,True,high,True,15:00,15:15,15.0,15.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2471,meeting,60,Monday,True,True,True,ASAP,True,17:00,18:00,18.0,0.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2472,personal,30,Wednesday,True,False,False,medium,True,08:00,08:30,8.0,30.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2473,personal,30,Friday,True,False,True,high,True,20:00,20:30,20.0,30.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
2474,coding,120,Wednesday,True,False,False,medium,True,13:00,15:00,15.0,0.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2475,personal,120,Wednesday,True,False,True,high,True,09:00,11:00,11.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2476,coding,150,Wednesday,False,False,False,medium,False,13:00,,,,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2477,meeting,60,Thursday,True,True,True,high,True,15:00,16:00,16.0,0.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2478,workout,60,Monday,False,False,False,ASAP,True,07:00,08:00,8.0,0.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
2479,work,120,Wednesday,True,False,False,medium,True,12:00,14:00,14.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2480,meeting,60,Monday,True,False,True,ASAP,True,13:00,14:00,14.0,0.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2481,personal,120,Friday,False,False,False,low,True,08:00,10:00,10.0,0.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2482,work,60,Friday,True,False,False,low,True,16:00,17:00,17.0,0.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2483,workout,90,Monday,False,False,False,low,True,12:30,14:00,14.0,0.0,12,30,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0
2484,workout,60,Tuesday,False,False,False,ASAP,True,07:00,08:00,8.0,0.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
2485,coding,210,Tuesday,True,False,False,medium,False,09:00,,,,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2486,work,90,Friday,True,True,False,medium,True,19:00,20:30,20.0,30.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
2487,coding,270,Wednesday,True,False,False,high,True,12:00,16:30,16.0,30.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2488,meeting,90,Monday,False,False,True,ASAP,True,13:00,14:30,14.0,30.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2489,work,90,Friday,True,False,False,ASAP,True,18:00,19:30,19.0,30.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
2490,meeting,120,Monday,True,False,False,medium,True,17:00,19:00,19.0,0.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2491,coding,240,Friday,True,False,False,ASAP,False,15:00,,,,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2492,work,90,Friday,True,False,False,ASAP,True,09:00,10:30,10.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2493,coding,60,Tuesday,False,False,False,medium,False,20:00,,,,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
2494,work,60,Friday,True,False,False,high,True,16:00,17:00,17.0,0.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2495,coding,210,Wednesday,True,False,True,ASAP,False,17:00,,,,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2496,workout,60,Monday,False,False,False,low,True,19:00,20:00,20.0,0.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
2497,coding,120,Tuesday,True,False,False,medium,True,08:00,10:00,10.0,0.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2498,workout,30,Monday,False,False,False,ASAP,True,07:00,07:30,7.0,30.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
2499,coding,120,Tuesday,True,False,False,ASAP,True,12:00,14:00,14.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2500,work,30,Friday,True,False,True,high,True,18:00,18:30,18.0,30.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
2501,work,90,Wednesday,True,False,False,high,True,10:00,11:30,11.0,30.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2502,work,90,Friday,True,False,False,low,True,12:00,13:30,13.0,30.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2503,personal,90,Wednesday,True,True,False,low,True,15:00,16:30,16.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2504,meeting,15,Monday,True,False,True,medium,False,16:00,,,,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2505,work,60,Friday,True,False,False,medium,False,12:00,,,,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2506,workout,30,Wednesday,True,False,False,low,True,09:00,09:30,9.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2507,work,30,Friday,False,False,True,low,True,20:00,20:30,20.0,30.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
2508,personal,30,Friday,True,False,False,high,True,09:00,09:30,9.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2509,workout,60,Wednesday,True,False,False,ASAP,True,19:30,20:30,20.0,30.0,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
2510,personal,30,Friday,False,False,False,medium,True,16:00,16:30,16.0,30.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2511,workout,120,Tuesday,False,False,False,low,True,07:30,09:30,9.0,30.0,7,30,0.9659258262890683,-0.25881904510252063,5.66553889764798e-16,-1.0
2512,coding,150,Wednesday,True,False,False,ASAP,True,13:00,15:30,15.0,30.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2513,meeting,30,Friday,True,False,True,medium,True,13:00,13:30,13.0,30.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2514,meeting,60,Monday,True,False,True,ASAP,True,09:00,10:00,10.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2515,personal,120,Wednesday,True,False,False,ASAP,True,11:00,13:00,13.0,0.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
2516,meeting,30,Monday,True,True,False,medium,True,12:00,12:30,12.0,30.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2517,personal,120,Friday,True,False,False,medium,True,12:00,14:00,14.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2518,personal,30,Friday,True,False,False,high,True,17:00,17:30,17.0,30.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2519,personal,60,Friday,True,False,False,low,True,20:00,21:00,21.0,0.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
2520,meeting,60,Friday,True,True,True,medium,True,14:00,15:00,15.0,0.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2521,personal,120,Wednesday,True,False,False,ASAP,True,20:00,22:00,22.0,0.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
2522,meeting,120,Monday,True,False,True,ASAP,True,12:00,14:00,14.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2523,personal,30,Friday,True,False,False,low,True,14:00,14:30,14.0,30.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2524,work,90,Friday,True,False,False,medium,True,11:00,12:30,12.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
2525,personal,90,Friday,True,False,False,low,True,12:00,13:30,13.0,30.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2526,workout,60,Wednesday,False,False,False,low,True,19:30,20:30,20.0,30.0,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
2527,personal,120,Friday,True,True,False,ASAP,True,11:00,13:00,13.0,0.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
2528,coding,120,Friday,True,False,False,high,True,20:00,22:00,22.0,0.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
2529,personal,120,Friday,True,False,False,high,False,07:00,,,,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
2530,workout,60,Monday,True,False,False,ASAP,True,19:00,20:00,20.0,0.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
2531,workout,120,Monday,False,False,False,ASAP,True,09:00,11:00,11.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2532,meeting,100,Monday,True,False,True,medium,True,15:00,16:40,16.0,40.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2533,work,30,Friday,True,False,False,high,True,19:00,19:30,19.0,30.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
2534,personal,120,Wednesday,True,False,False,ASAP,True,20:00,22:00,22.0,0.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
2535,meeting,45,Monday,False,False,False,high,True,17:00,17:45,17.0,45.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2536,work,60,Friday,True,True,False,low,True,13:00,14:00,14.0,0.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2537,personal,30,Friday,True,True,False,high,True,17:00,17:30,17.0,30.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2538,coding,180,Thursday,True,False,True,medium,True,07:00,10:00,10.0,0.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
2539,personal,90,Friday,True,False,True,low,True,10:00,11:30,11.0,30.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2540,workout,60,Wednesday,False,False,False,ASAP,True,07:30,08:30,8.0,30.0,7,30,0.9659258262890683,-0.25881904510252063,5.66553889764798e-16,-1.0
2541,workout,60,Monday,True,True,False,ASAP,True,09:00,10:00,10.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2542,coding,90,Wednesday,True,False,False,ASAP,True,12:00,13:30,13.0,30.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2543,meeting,100,Monday,False,True,False,ASAP,True,15:00,16:40,16.0,40.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2544,work,30,Friday,True,False,False,ASAP,True,11:00,11:30,11.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
2545,personal,120,Friday,True,False,True,low,True,07:00,09:00,9.0,0.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
2546,workout,60,Friday,False,False,False,low,True,18:30,19:30,19.0,30.0,18,30,-1.0,-1.8369701987210297e-16,5.66553889764798e-16,-1.0
2547,meeting,60,Friday,True,False,False,medium,True,17:00,18:00,18.0,0.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2548,coding,180,Tuesday,True,False,False,medium,True,12:00,15:00,15.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2549,workout,60,Wednesday,False,False,False,ASAP,True,12:30,13:30,13.0,30.0,12,30,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0
2550,coding,60,Wednesday,True,False,False,medium,True,17:00,18:00,18.0,0.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2551,personal,120,Friday,True,False,False,low,True,12:00,14:00,14.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2552,work,120,Wednesday,True,False,False,low,True,10:00,12:00,12.0,0.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2553,workout,60,Tuesday,False,True,False,ASAP,True,07:30,08:30,8.0,30.0,7,30,0.9659258262890683,-0.25881904510252063,5.66553889764798e-16,-1.0
2554,workout,60,Thursday,False,False,False,ASAP,True,07:00,08:00,8.0,0.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
2555,personal,90,Wednesday,True,True,False,high,True,12:00,13:30,13.0,30.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2556,meeting,15,Monday,True,False,True,medium,True,10:00,10:15,10.0,15.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2557,work,120,Friday,True,False,False,low,True,19:00,21:00,21.0,0.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
2558,workout,60,Friday,True,False,False,low,True,09:00,10:00,10.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2559,work,30,Friday,False,False,False,ASAP,True,17:00,17:30,17.0,30.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2560,workout,120,Tuesday,False,False,False,low,True,19:30,21:30,21.0,30.0,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
2561,work,30,Friday,True,False,False,high,True,16:00,16:30,16.0,30.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2562,coding,240,Wednesday,True,False,False,medium,True,09:00,13:00,13.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2563,workout,60,Monday,True,False,False,ASAP,True,08:00,09:00,9.0,0.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2564,work,30,Friday,True,False,False,ASAP,True,08:00,08:30,8.0,30.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2565,meeting,15,Monday,False,False,True,medium,True,12:00,12:15,12.0,15.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
2566,coding,90,Thursday,False,False,False,high,True,09:00,10:30,10.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2567,coding,90,Tuesday,False,False,False,medium,True,15:00,16:30,16.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2568,meeting,15,Monday,True,False,True,ASAP,True,11:00,11:15,11.0,15.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
2569,work,30,Wednesday,True,False,False,high,True,07:00,07:30,7.0,30.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
2570,personal,90,Friday,True,True,False,low,True,20:00,21:30,21.0,30.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
2571,meeting,30,Thursday,True,True,True,ASAP,True,14:00,14:30,14.0,30.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2572,work,90,Wednesday,True,True,False,ASAP,True,08:00,09:30,9.0,30.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2573,meeting,30,Monday,True,True,True,medium,True,10:00,10:30,10.0,30.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
